Time,Type,ID,x,y,Target/finish
14,robot,0,31.5,63.5,2
14,robot,1,60.5,31.5,0
14,robot,2,49.5,81.5,3
14,robot,3,90.5,31.5,1
14,task,0,0.652784802685132,0.29830276735556926,False
14,task,1,0.9669622001623905,0.9198501605372782,False
14,task,2,0.6358708041446514,0.7527320970790866,False
14,task,3,0.5151536963223518,0.82589525837557,False
15,robot,0,32.5,63.5,2
15,robot,1,61.5,31.5,0
15,robot,2,50.5,82.5,3
15,robot,3,90.5,32.5,1
15,task,0,0.652784802685132,0.29830276735556926,False
15,task,1,0.9669622001623905,0.9198501605372782,False
15,task,2,0.6358708041446514,0.7527320970790866,False
15,task,3,0.5151536963223518,0.82589525837557,False
16,robot,0,33.5,63.5,2
16,robot,1,62.5,30.5,0
16,robot,2,51.5,82.5,3
16,robot,3,90.5,33.5,1
16,task,0,0.652784802685132,0.29830276735556926,False
16,task,1,0.9669622001623905,0.9198501605372782,False
16,task,2,0.6358708041446514,0.7527320970790866,False
16,task,3,0.5151536963223518,0.82589525837557,False
17,robot,0,34.5,63.5,2
17,robot,1,63.5,30.5,0
17,robot,2,51.5,82.5,3
17,robot,3,90.5,34.5,1
17,task,0,0.652784802685132,0.29830276735556926,False
17,task,1,0.9669622001623905,0.9198501605372782,False
17,task,2,0.6358708041446514,0.7527320970790866,False
17,task,3,0.5151536963223518,0.82589525837557,False
18,robot,0,35.5,63.5,2
18,robot,1,64.5,29.5,0
18,robot,2,51.5,82.5,3
18,robot,3,90.5,35.5,1
18,task,0,0.652784802685132,0.29830276735556926,False
18,task,1,0.9669622001623905,0.9198501605372782,False
18,task,2,0.6358708041446514,0.7527320970790866,False
18,task,3,0.5151536963223518,0.82589525837557,False
19,robot,0,36.5,63.5,2
19,robot,1,65.5,29.5,0
19,robot,2,51.5,82.5,3
19,robot,3,90.5,36.5,1
19,task,0,0.652784802685132,0.29830276735556926,False
19,task,1,0.9669622001623905,0.9198501605372782,False
19,task,2,0.6358708041446514,0.7527320970790866,False
19,task,3,0.5151536963223518,0.82589525837557,False
20,robot,0,37.5,63.5,2
20,robot,1,65.5,29.5,0
20,robot,2,51.5,82.5,3
20,robot,3,90.5,37.5,1
20,task,0,0.652784802685132,0.29830276735556926,False
20,task,1,0.9669622001623905,0.9198501605372782,False
20,task,2,0.6358708041446514,0.7527320970790866,False
20,task,3,0.5151536963223518,0.82589525837557,False
21,robot,0,38.5,64.5,2
21,robot,1,65.5,29.5,0
21,robot,2,51.5,82.5,3
21,robot,3,90.5,38.5,1
21,task,0,0.652784802685132,0.29830276735556926,False
21,task,1,0.9669622001623905,0.9198501605372782,False
21,task,2,0.6358708041446514,0.7527320970790866,False
21,task,3,0.5151536963223518,0.82589525837557,False
22,robot,0,39.5,64.5,2
22,robot,1,65.5,29.5,0
22,robot,2,51.5,82.5,3
22,robot,3,90.5,39.5,1
22,task,0,0.652784802685132,0.29830276735556926,False
22,task,1,0.9669622001623905,0.9198501605372782,False
22,task,2,0.6358708041446514,0.7527320970790866,False
22,task,3,0.5151536963223518,0.82589525837557,False
23,robot,0,40.5,64.5,2
23,robot,1,65.5,29.5,0
23,robot,2,51.5,82.5,3
23,robot,3,90.5,40.5,1
23,task,0,0.652784802685132,0.29830276735556926,False
23,task,1,0.9669622001623905,0.9198501605372782,False
23,task,2,0.6358708041446514,0.7527320970790866,False
23,task,3,0.5151536963223518,0.82589525837557,False
24,robot,0,41.5,64.5,2
24,robot,1,65.5,29.5,0
24,robot,2,51.5,82.5,3
24,robot,3,90.5,41.5,1
24,task,0,0.652784802685132,0.29830276735556926,False
24,task,1,0.9669622001623905,0.9198501605372782,False
24,task,2,0.6358708041446514,0.7527320970790866,False
24,task,3,0.5151536963223518,0.82589525837557,False
25,robot,0,42.5,64.5,2
25,robot,1,65.5,29.5,0
25,robot,2,51.5,82.5,3
25,robot,3,90.5,42.5,1
25,task,0,0.652784802685132,0.29830276735556926,False
25,task,1,0.9669622001623905,0.9198501605372782,False
25,task,2,0.6358708041446514,0.7527320970790866,False
25,task,3,0.5151536963223518,0.82589525837557,False
26,robot,0,43.5,64.5,2
26,robot,1,65.5,29.5,0
26,robot,2,51.5,82.5,3
26,robot,3,90.5,43.5,1
26,task,0,0.652784802685132,0.29830276735556926,False
26,task,1,0.9669622001623905,0.9198501605372782,False
26,task,2,0.6358708041446514,0.7527320970790866,False
26,task,3,0.5151536963223518,0.82589525837557,False
27,robot,0,44.5,64.5,2
27,robot,1,65.5,29.5,0
27,robot,2,51.5,82.5,3
27,robot,3,90.5,44.5,1
27,task,0,0.652784802685132,0.29830276735556926,False
27,task,1,0.9669622001623905,0.9198501605372782,False
27,task,2,0.6358708041446514,0.7527320970790866,False
27,task,3,0.5151536963223518,0.82589525837557,False
28,robot,0,45.5,64.5,2
28,robot,1,65.5,29.5,0
28,robot,2,51.5,82.5,3
28,robot,3,90.5,45.5,1
28,task,0,0.652784802685132,0.29830276735556926,False
28,task,1,0.9669622001623905,0.9198501605372782,False
28,task,2,0.6358708041446514,0.7527320970790866,False
28,task,3,0.5151536963223518,0.82589525837557,False
29,robot,0,46.5,64.5,2
29,robot,1,65.5,29.5,0
29,robot,2,51.5,82.5,3
29,robot,3,90.5,46.5,1
29,task,0,0.652784802685132,0.29830276735556926,False
29,task,1,0.9669622001623905,0.9198501605372782,False
29,task,2,0.6358708041446514,0.7527320970790866,False
29,task,3,0.5151536963223518,0.82589525837557,False
30,robot,0,47.5,64.5,2
30,robot,1,65.5,29.5,0
30,robot,2,51.5,82.5,3
30,robot,3,90.5,47.5,1
30,task,0,0.652784802685132,0.29830276735556926,False
30,task,1,0.9669622001623905,0.9198501605372782,False
30,task,2,0.6358708041446514,0.7527320970790866,False
30,task,3,0.5151536963223518,0.82589525837557,False
31,robot,0,48.5,64.5,2
31,robot,1,65.5,29.5,0
31,robot,2,51.5,82.5,3
31,robot,3,90.5,48.5,1
31,task,0,0.652784802685132,0.29830276735556926,False
31,task,1,0.9669622001623905,0.9198501605372782,False
31,task,2,0.6358708041446514,0.7527320970790866,False
31,task,3,0.5151536963223518,0.82589525837557,False
32,robot,0,49.5,64.5,2
32,robot,1,65.5,29.5,0
32,robot,2,51.5,82.5,3
32,robot,3,90.5,49.5,1
32,task,0,0.652784802685132,0.29830276735556926,False
32,task,1,0.9669622001623905,0.9198501605372782,False
32,task,2,0.6358708041446514,0.7527320970790866,False
32,task,3,0.5151536963223518,0.82589525837557,False
33,robot,0,50.5,65.5,2
33,robot,1,65.5,29.5,0
33,robot,2,51.5,82.5,3
33,robot,3,90.5,50.5,1
33,task,0,0.652784802685132,0.29830276735556926,False
33,task,1,0.9669622001623905,0.9198501605372782,False
33,task,2,0.6358708041446514,0.7527320970790866,False
33,task,3,0.5151536963223518,0.82589525837557,False
34,robot,0,51.5,66.5,2
34,robot,1,65.5,29.5,0
34,robot,2,51.5,82.5,3
34,robot,3,90.5,51.5,1
34,task,0,0.652784802685132,0.29830276735556926,False
34,task,1,0.9669622001623905,0.9198501605372782,False
34,task,2,0.6358708041446514,0.7527320970790866,False
34,task,3,0.5151536963223518,0.82589525837557,False
35,robot,0,52.5,67.5,2
35,robot,1,65.5,29.5,0
35,robot,2,51.5,82.5,3
35,robot,3,90.5,52.5,1
35,task,0,0.652784802685132,0.29830276735556926,False
35,task,1,0.9669622001623905,0.9198501605372782,False
35,task,2,0.6358708041446514,0.7527320970790866,False
35,task,3,0.5151536963223518,0.82589525837557,False
36,robot,0,53.5,68.5,2
36,robot,1,65.5,29.5,0
36,robot,2,51.5,82.5,3
36,robot,3,90.5,53.5,1
36,task,0,0.652784802685132,0.29830276735556926,False
36,task,1,0.9669622001623905,0.9198501605372782,False
36,task,2,0.6358708041446514,0.7527320970790866,False
36,task,3,0.5151536963223518,0.82589525837557,False
37,robot,0,54.5,69.5,2
37,robot,1,65.5,29.5,0
37,robot,2,51.5,82.5,3
37,robot,3,90.5,54.5,1
37,task,0,0.652784802685132,0.29830276735556926,False
37,task,1,0.9669622001623905,0.9198501605372782,False
37,task,2,0.6358708041446514,0.7527320970790866,False
37,task,3,0.5151536963223518,0.82589525837557,False
38,robot,0,55.5,70.5,2
38,robot,1,65.5,29.5,0
38,robot,2,51.5,82.5,3
38,robot,3,90.5,55.5,1
38,task,0,0.652784802685132,0.29830276735556926,False
38,task,1,0.9669622001623905,0.9198501605372782,False
38,task,2,0.6358708041446514,0.7527320970790866,False
38,task,3,0.5151536963223518,0.82589525837557,False
39,robot,0,56.5,71.5,2
39,robot,1,65.5,29.5,0
39,robot,2,51.5,82.5,3
39,robot,3,90.5,56.5,1
39,task,0,0.652784802685132,0.29830276735556926,False
39,task,1,0.9669622001623905,0.9198501605372782,False
39,task,2,0.6358708041446514,0.7527320970790866,False
39,task,3,0.5151536963223518,0.82589525837557,False
40,robot,0,57.5,72.5,2
40,robot,1,65.5,29.5,0
40,robot,2,51.5,82.5,3
40,robot,3,90.5,57.5,1
40,task,0,0.652784802685132,0.29830276735556926,False
40,task,1,0.9669622001623905,0.9198501605372782,False
40,task,2,0.6358708041446514,0.7527320970790866,False
40,task,3,0.5151536963223518,0.82589525837557,False
41,robot,0,58.5,73.5,2
41,robot,1,65.5,29.5,0
41,robot,2,51.5,82.5,3
41,robot,3,90.5,58.5,1
41,task,0,0.652784802685132,0.29830276735556926,False
41,task,1,0.9669622001623905,0.9198501605372782,False
41,task,2,0.6358708041446514,0.7527320970790866,False
41,task,3,0.5151536963223518,0.82589525837557,False
42,robot,0,59.5,73.5,2
42,robot,1,65.5,29.5,0
42,robot,2,51.5,82.5,3
42,robot,3,90.5,59.5,1
42,task,0,0.652784802685132,0.29830276735556926,False
42,task,1,0.9669622001623905,0.9198501605372782,False
42,task,2,0.6358708041446514,0.7527320970790866,False
42,task,3,0.5151536963223518,0.82589525837557,False
43,robot,0,60.5,74.5,2
43,robot,1,65.5,29.5,0
43,robot,2,51.5,82.5,3
43,robot,3,90.5,60.5,1
43,task,0,0.652784802685132,0.29830276735556926,False
43,task,1,0.9669622001623905,0.9198501605372782,False
43,task,2,0.6358708041446514,0.7527320970790866,False
43,task,3,0.5151536963223518,0.82589525837557,False
44,robot,0,61.5,74.5,2
44,robot,1,65.5,29.5,0
44,robot,2,51.5,82.5,3
44,robot,3,90.5,61.5,1
44,task,0,0.652784802685132,0.29830276735556926,False
44,task,1,0.9669622001623905,0.9198501605372782,False
44,task,2,0.6358708041446514,0.7527320970790866,False
44,task,3,0.5151536963223518,0.82589525837557,False
45,robot,0,62.5,75.5,2
45,robot,1,65.5,29.5,0
45,robot,2,51.5,82.5,3
45,robot,3,90.5,62.5,1
45,task,0,0.652784802685132,0.29830276735556926,False
45,task,1,0.9669622001623905,0.9198501605372782,False
45,task,2,0.6358708041446514,0.7527320970790866,False
45,task,3,0.5151536963223518,0.82589525837557,False
46,robot,0,63.5,75.5,2
46,robot,1,65.5,29.5,0
46,robot,2,51.5,82.5,3
46,robot,3,90.5,63.5,1
46,task,0,0.652784802685132,0.29830276735556926,False
46,task,1,0.9669622001623905,0.9198501605372782,False
46,task,2,0.6358708041446514,0.7527320970790866,False
46,task,3,0.5151536963223518,0.82589525837557,False
47,robot,0,63.5,75.5,2
47,robot,1,65.5,29.5,0
47,robot,2,51.5,82.5,3
47,robot,3,90.5,64.5,1
47,task,0,0.652784802685132,0.29830276735556926,False
47,task,1,0.9669622001623905,0.9198501605372782,False
47,task,2,0.6358708041446514,0.7527320970790866,False
47,task,3,0.5151536963223518,0.82589525837557,False
48,robot,0,63.5,75.5,2
48,robot,1,65.5,29.5,0
48,robot,2,51.5,82.5,3
48,robot,3,90.5,65.5,1
48,task,0,0.652784802685132,0.29830276735556926,False
48,task,1,0.9669622001623905,0.9198501605372782,False
48,task,2,0.6358708041446514,0.7527320970790866,False
48,task,3,0.5151536963223518,0.82589525837557,False
49,robot,0,63.5,75.5,2
49,robot,1,65.5,29.5,0
49,robot,2,51.5,82.5,3
49,robot,3,90.5,66.5,1
49,task,0,0.652784802685132,0.29830276735556926,False
49,task,1,0.9669622001623905,0.9198501605372782,False
49,task,2,0.6358708041446514,0.7527320970790866,False
49,task,3,0.5151536963223518,0.82589525837557,False
50,robot,0,63.5,75.5,2
50,robot,1,65.5,29.5,0
50,robot,2,51.5,82.5,3
50,robot,3,90.5,67.5,1
50,task,0,0.652784802685132,0.29830276735556926,False
50,task,1,0.9669622001623905,0.9198501605372782,False
50,task,2,0.6358708041446514,0.7527320970790866,False
50,task,3,0.5151536963223518,0.82589525837557,False
51,robot,0,63.5,75.5,2
51,robot,1,65.5,29.5,0
51,robot,2,51.5,82.5,3
51,robot,3,90.5,68.5,1
51,task,0,0.652784802685132,0.29830276735556926,False
51,task,1,0.9669622001623905,0.9198501605372782,False
51,task,2,0.6358708041446514,0.7527320970790866,False
51,task,3,0.5151536963223518,0.82589525837557,False
52,robot,0,63.5,75.5,2
52,robot,1,65.5,29.5,0
52,robot,2,51.5,82.5,3
52,robot,3,90.5,69.5,1
52,task,0,0.652784802685132,0.29830276735556926,False
52,task,1,0.9669622001623905,0.9198501605372782,False
52,task,2,0.6358708041446514,0.7527320970790866,False
52,task,3,0.5151536963223518,0.82589525837557,False
53,robot,0,63.5,75.5,2
53,robot,1,65.5,29.5,0
53,robot,2,51.5,82.5,3
53,robot,3,90.5,70.5,1
53,task,0,0.652784802685132,0.29830276735556926,False
53,task,1,0.9669622001623905,0.9198501605372782,False
53,task,2,0.6358708041446514,0.7527320970790866,False
53,task,3,0.5151536963223518,0.82589525837557,False
54,robot,0,63.5,75.5,2
54,robot,1,65.5,29.5,0
54,robot,2,51.5,82.5,3
54,robot,3,90.5,71.5,1
54,task,0,0.652784802685132,0.29830276735556926,False
54,task,1,0.9669622001623905,0.9198501605372782,False
54,task,2,0.6358708041446514,0.7527320970790866,False
54,task,3,0.5151536963223518,0.82589525837557,False
55,robot,0,63.5,75.5,2
55,robot,1,65.5,29.5,0
55,robot,2,51.5,82.5,3
55,robot,3,90.5,72.5,1
55,task,0,0.652784802685132,0.29830276735556926,False
55,task,1,0.9669622001623905,0.9198501605372782,False
55,task,2,0.6358708041446514,0.7527320970790866,False
55,task,3,0.5151536963223518,0.82589525837557,False
56,robot,0,63.5,75.5,2
56,robot,1,65.5,29.5,0
56,robot,2,51.5,82.5,3
56,robot,3,90.5,73.5,1
56,task,0,0.652784802685132,0.29830276735556926,False
56,task,1,0.9669622001623905,0.9198501605372782,False
56,task,2,0.6358708041446514,0.7527320970790866,False
56,task,3,0.5151536963223518,0.82589525837557,False
57,robot,0,63.5,75.5,2
57,robot,1,65.5,29.5,0
57,robot,2,51.5,82.5,3
57,robot,3,90.5,74.5,1
57,task,0,0.652784802685132,0.29830276735556926,False
57,task,1,0.9669622001623905,0.9198501605372782,False
57,task,2,0.6358708041446514,0.7527320970790866,False
57,task,3,0.5151536963223518,0.82589525837557,False
58,robot,0,63.5,75.5,2
58,robot,1,65.5,29.5,0
58,robot,2,51.5,82.5,3
58,robot,3,90.5,75.5,1
58,task,0,0.652784802685132,0.29830276735556926,False
58,task,1,0.9669622001623905,0.9198501605372782,False
58,task,2,0.6358708041446514,0.7527320970790866,False
58,task,3,0.5151536963223518,0.82589525837557,False
59,robot,0,63.5,75.5,2
59,robot,1,65.5,29.5,0
59,robot,2,51.5,82.5,3
59,robot,3,90.5,76.5,1
59,task,0,0.652784802685132,0.29830276735556926,False
59,task,1,0.9669622001623905,0.9198501605372782,False
59,task,2,0.6358708041446514,0.7527320970790866,False
59,task,3,0.5151536963223518,0.82589525837557,False
60,robot,0,63.5,75.5,2
60,robot,1,65.5,29.5,0
60,robot,2,51.5,82.5,3
60,robot,3,90.5,77.5,1
60,task,0,0.652784802685132,0.29830276735556926,False
60,task,1,0.9669622001623905,0.9198501605372782,False
60,task,2,0.6358708041446514,0.7527320970790866,False
60,task,3,0.5151536963223518,0.82589525837557,False
61,robot,0,63.5,75.5,2
61,robot,1,65.5,29.5,0
61,robot,2,51.5,82.5,3
61,robot,3,90.5,78.5,1
61,task,0,0.652784802685132,0.29830276735556926,False
61,task,1,0.9669622001623905,0.9198501605372782,False
61,task,2,0.6358708041446514,0.7527320970790866,False
61,task,3,0.5151536963223518,0.82589525837557,False
62,robot,0,63.5,75.5,2
62,robot,1,65.5,29.5,0
62,robot,2,51.5,82.5,3
62,robot,3,90.5,79.5,1
62,task,0,0.652784802685132,0.29830276735556926,False
62,task,1,0.9669622001623905,0.9198501605372782,False
62,task,2,0.6358708041446514,0.7527320970790866,False
62,task,3,0.5151536963223518,0.82589525837557,False
63,robot,0,63.5,75.5,2
63,robot,1,65.5,29.5,0
63,robot,2,51.5,82.5,3
63,robot,3,91.5,80.5,1
63,task,0,0.652784802685132,0.29830276735556926,False
63,task,1,0.9669622001623905,0.9198501605372782,False
63,task,2,0.6358708041446514,0.7527320970790866,False
63,task,3,0.5151536963223518,0.82589525837557,False
64,robot,0,63.5,75.5,2
64,robot,1,65.5,29.5,0
64,robot,2,51.5,82.5,3
64,robot,3,92.5,81.5,1
64,task,0,0.652784802685132,0.29830276735556926,False
64,task,1,0.9669622001623905,0.9198501605372782,False
64,task,2,0.6358708041446514,0.7527320970790866,False
64,task,3,0.5151536963223518,0.82589525837557,False
65,robot,0,63.5,75.5,2
65,robot,1,65.5,29.5,0
65,robot,2,51.5,82.5,3
65,robot,3,92.5,82.5,1
65,task,0,0.652784802685132,0.29830276735556926,False
65,task,1,0.9669622001623905,0.9198501605372782,False
65,task,2,0.6358708041446514,0.7527320970790866,False
65,task,3,0.5151536963223518,0.82589525837557,False
66,robot,0,63.5,75.5,2
66,robot,1,65.5,29.5,0
66,robot,2,51.5,82.5,3
66,robot,3,92.5,83.5,1
66,task,0,0.652784802685132,0.29830276735556926,False
66,task,1,0.9669622001623905,0.9198501605372782,False
66,task,2,0.6358708041446514,0.7527320970790866,False
66,task,3,0.5151536963223518,0.82589525837557,False
67,robot,0,63.5,75.5,2
67,robot,1,65.5,29.5,0
67,robot,2,51.5,82.5,3
67,robot,3,93.5,84.5,1
67,task,0,0.652784802685132,0.29830276735556926,False
67,task,1,0.9669622001623905,0.9198501605372782,False
67,task,2,0.6358708041446514,0.7527320970790866,False
67,task,3,0.5151536963223518,0.82589525837557,False
68,robot,0,63.5,75.5,2
68,robot,1,65.5,29.5,0
68,robot,2,51.5,82.5,3
68,robot,3,93.5,85.5,1
68,task,0,0.652784802685132,0.29830276735556926,False
68,task,1,0.9669622001623905,0.9198501605372782,False
68,task,2,0.6358708041446514,0.7527320970790866,False
68,task,3,0.5151536963223518,0.82589525837557,False
69,robot,0,63.5,75.5,2
69,robot,1,65.5,29.5,0
69,robot,2,51.5,82.5,3
69,robot,3,94.5,86.5,1
69,task,0,0.652784802685132,0.29830276735556926,False
69,task,1,0.9669622001623905,0.9198501605372782,False
69,task,2,0.6358708041446514,0.7527320970790866,False
69,task,3,0.5151536963223518,0.82589525837557,False
70,robot,0,63.5,75.5,2
70,robot,1,65.5,29.5,0
70,robot,2,51.5,82.5,3
70,robot,3,94.5,87.5,1
70,task,0,0.652784802685132,0.29830276735556926,False
70,task,1,0.9669622001623905,0.9198501605372782,False
70,task,2,0.6358708041446514,0.7527320970790866,False
70,task,3,0.5151536963223518,0.82589525837557,False
71,robot,0,63.5,75.5,2
71,robot,1,65.5,29.5,0
71,robot,2,51.5,82.5,3
71,robot,3,95.5,88.5,1
71,task,0,0.652784802685132,0.29830276735556926,False
71,task,1,0.9669622001623905,0.9198501605372782,False
71,task,2,0.6358708041446514,0.7527320970790866,False
71,task,3,0.5151536963223518,0.82589525837557,False
72,robot,0,63.5,75.5,2
72,robot,1,65.5,29.5,0
72,robot,2,51.5,82.5,3
72,robot,3,95.5,89.5,1
72,task,0,0.652784802685132,0.29830276735556926,False
72,task,1,0.9669622001623905,0.9198501605372782,False
72,task,2,0.6358708041446514,0.7527320970790866,False
72,task,3,0.5151536963223518,0.82589525837557,False
73,robot,0,63.5,75.5,2
73,robot,1,65.5,29.5,0
73,robot,2,51.5,82.5,3
73,robot,3,95.5,90.5,1
73,task,0,0.652784802685132,0.29830276735556926,False
73,task,1,0.9669622001623905,0.9198501605372782,False
73,task,2,0.6358708041446514,0.7527320970790866,False
73,task,3,0.5151536963223518,0.82589525837557,False
74,robot,0,63.5,75.5,2
74,robot,1,65.5,29.5,0
74,robot,2,51.5,82.5,3
74,robot,3,96.5,91.5,1
74,task,0,0.652784802685132,0.29830276735556926,False
74,task,1,0.9669622001623905,0.9198501605372782,False
74,task,2,0.6358708041446514,0.7527320970790866,False
74,task,3,0.5151536963223518,0.82589525837557,False
